STATION,NAME,DATE,Avg_Wind_Speed,Precipitation,Snowfall,TMAX,TMIN,Fog,Heavy_fog,Thunder,Ice_pellets,Hail,Glaze,Dust,Smoke,Blowing,High_winds,Mist,Drizzle,Freezing_dizzile, Rain,Freezing,Snow,Ice Fog,Rain
USW00094746,"WORCESTER, MA US",11/2/2009,8.05,0,0,49,37,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/3/2009,7.83,0,0,53,37,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",11/4/2009,6.49,0,0,46,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/5/2009,2.68,0.04,0,42,34,1,,,,1,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",11/6/2009,9.84,0.03,0,45,30,1,,,,1,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",11/7/2009,9.62,0,0,47,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/8/2009,8.72,0,0,64,40,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/9/2009,11.86,0,0,66,48,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/10/2009,6.71,0,0,61,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/11/2009,9.17,0,0,49,39,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/12/2009,10.96,0,0,47,38,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/13/2009,13.2,0,0,47,37,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",11/14/2009,12.3,1.58,0,51,42,1,1,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/15/2009,6.49,0.06,0,66,50,1,1,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/16/2009,10.29,0,0,54,42,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/17/2009,4.92,0,0,48,34,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/18/2009,4.03,0,0,45,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/19/2009,6.04,0,0,55,35,1,1,,,,,,,1,,1,,,,,,,
USW00094746,"WORCESTER, MA US",11/20/2009,11.63,0.81,0,61,43,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/21/2009,10.51,0,0,54,41,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/22/2009,8.05,0,0,50,36,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/23/2009,9.4,0.1,0,42,38,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/24/2009,9.62,0,0,46,40,1,1,,,,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/25/2009,4.7,0.07,0,45,43,1,1,,,,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/26/2009,2.91,0,0,48,42,1,1,,,1,,,,1,,1,,,,,,,
USW00094746,"WORCESTER, MA US",11/27/2009,15.21,0.39,0,43,37,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",11/28/2009,19.46,0.13,0,47,37,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",11/29/2009,9.84,0,0,48,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",11/30/2009,10.96,0.19,0,50,34,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/1/2009,9.17,0,0,38,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/2/2009,8.05,0.11,0,49,28,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",12/3/2009,17,0.94,0,63,44,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",12/4/2009,6.71,0,0,48,38,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/5/2009,8.05,0.17,3.5,41,31,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/6/2009,13.42,0,0.2,31,25,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/7/2009,8.05,0,0,33,25,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/8/2009,10.07,0,0,37,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/9/2009,11.41,1.45,7.5,40,25,1,1,,,1,,,,1,,,,,1,1,1,,
USW00094746,"WORCESTER, MA US",12/10/2009,17.22,0,0,39,23,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/11/2009,19.91,0,0,23,17,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/12/2009,11.63,0,0,27,15,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/13/2009,10.51,0.7,0,40,21,1,1,,,1,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/14/2009,8.28,0,0,39,33,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/15/2009,10.51,0,0,43,32,1,1,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",12/16/2009,17.45,0,0,33,21,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/17/2009,13.42,0.01,0.2,21,5,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/18/2009,11.86,0,0,22,4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/19/2009,8.95,0,0,24,14,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",12/20/2009,19.91,0.28,5.7,22,15,1,1,,,,,,1,1,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",12/21/2009,21.03,0,0,29,17,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/22/2009,17.67,0,0,27,13,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/23/2009,13.87,0,0,20,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/24/2009,10.07,0,0,38,16,1,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",12/25/2009,5.82,0,0,33,28,1,,,,,,,,,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",12/26/2009,10.74,0.05,0.1,39,27,1,1,,,1,,,,1,,,,,1,,1,1,
USW00094746,"WORCESTER, MA US",12/27/2009,8.72,0.79,0,51,31,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",12/28/2009,11.41,0.06,1.3,36,24,1,1,,,,,,,1,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/29/2009,23.71,0,0,24,6,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",12/30/2009,10.07,0,0,23,5,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",12/31/2009,5.14,0.12,2.2,27,18,1,1,,,,,,,1,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",1/1/2010,4.92,0,0,35,22,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/2/2010,15.66,0.35,5.5,29,12,1,,,,,,,1,1,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/3/2010,27.51,0.08,2.5,21,9,1,1,,,1,,,1,1,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/4/2010,16.78,0,0,29,17,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/5/2010,14.32,0,0,27,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/6/2010,15.66,0,0,26,18,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",1/7/2010,17.67,0,0,34,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/8/2010,7.16,0.02,0.7,23,16,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/9/2010,13.42,0,0,23,8,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/10/2010,10.07,0,0,23,4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/11/2010,8.95,0,0,29,10,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/12/2010,13.87,0,0,28,12,1,,,,,,,1,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/13/2010,12.97,0,0,23,9,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/14/2010,6.04,0,0,32,23,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/15/2010,10.74,0,0,42,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/16/2010,10.07,0,0,43,29,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/17/2010,6.26,0.65,2,36,26,1,1,,,,,,,1,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/18/2010,12.53,0.25,2.3,32,28,1,1,,,1,,,,1,,,,,1,1,1,,
USW00094746,"WORCESTER, MA US",1/19/2010,2.91,0.24,2.9,32,29,1,1,,,,,,,1,,,,,1,,1,1,
USW00094746,"WORCESTER, MA US",1/20/2010,9.62,0,0,33,27,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/21/2010,9.17,0,0,36,24,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/22/2010,9.62,0,0,34,21,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/23/2010,6.26,0,0,34,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/24/2010,6.71,0.01,0,37,22,1,1,,,1,,1,1,1,,,,,1,,,,
USW00094746,"WORCESTER, MA US",1/25/2010,13.42,1.62,0,54,34,1,1,,,1,,,,1,,,,,1,,,,
USW00094746,"WORCESTER, MA US",1/26/2010,12.75,0,0,41,30,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",1/27/2010,12.53,0,0,35,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/28/2010,14.09,0.07,2.9,30,13,1,1,,,,,,1,1,,,,,1,,1,1,
USW00094746,"WORCESTER, MA US",1/29/2010,23.71,0,0,13,4,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/30/2010,10.96,0,0,18,0,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",1/31/2010,8.95,0,0,24,8,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/1/2010,12.97,0,0,28,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/2/2010,5.37,0,0,25,14,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/3/2010,4.47,0.07,0.8,29,19,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/4/2010,11.18,0,0,29,18,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/5/2010,8.28,0,0,30,12,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/6/2010,9.4,0,0,21,11,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/7/2010,16.55,0,0,28,8,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/8/2010,17.67,0,0,27,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/9/2010,11.41,0,0,35,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/10/2010,11.41,0.2,2.6,30,26,1,,,,,,,,,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",2/11/2010,15.88,0,0,37,24,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/12/2010,12.75,0,0,34,17,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/13/2010,14.54,0,0,31,16,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/14/2010,16.11,0,0,33,20,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/15/2010,11.18,0,0,34,26,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/16/2010,12.08,0.49,4.7,30,25,1,1,,,,,,,1,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",2/17/2010,11.86,0,0,31,23,1,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/18/2010,19.46,0,0,39,27,,,,,,,,,,,,,,,,1,,
USW00094746,"WORCESTER, MA US",2/19/2010,19.69,0,0,36,27,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/20/2010,12.97,0,0,43,28,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/21/2010,14.99,0,0,36,26,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/22/2010,9.84,0,0,44,23,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",2/23/2010,9.17,0.3,3,35,30,1,1,,,,,,,1,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/24/2010,11.18,1.48,7.7,38,31,1,1,,,1,,,,1,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/25/2010,10.74,1.95,0,43,35,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",2/26/2010,10.74,0.24,1.3,42,29,1,1,,,,,,,,,,,,1,,1,1,
USW00094746,"WORCESTER, MA US",2/27/2010,4.25,0.04,0.8,33,25,1,,,,,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",2/28/2010,6.71,0,0,34,24,1,1,,,,,,,1,,1,,,,,,1,
USW00094746,"WORCESTER, MA US",3/1/2010,21.25,0.09,0.9,42,32,1,,,,1,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/2/2010,4.25,0,0,45,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/3/2010,10.74,0.05,0.9,33,30,1,,,,,,,,,,1,,,1,,1,1,
USW00094746,"WORCESTER, MA US",3/4/2010,10.51,0.01,0,37,30,1,,,,,,,1,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/5/2010,10.51,0,0,44,29,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/6/2010,9.62,0,0,51,25,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/7/2010,13.87,0,0,52,31,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/8/2010,14.76,0,0,53,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/9/2010,8.28,0,0,48,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/10/2010,4.7,0,0,53,31,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/11/2010,2.68,0.02,0,42,36,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/12/2010,9.4,0.01,0,45,33,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",3/13/2010,16.11,1.36,0,37,33,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",3/14/2010,17.67,1.75,0,40,37,1,,,,1,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/15/2010,16.78,0.72,0,38,33,1,,,,1,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/16/2010,9.17,0,0,55,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/17/2010,8.5,0,0,61,38,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/18/2010,10.51,0,0,61,39,,,,,,,,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/19/2010,8.5,0,0,66,45,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/20/2010,8.05,0,0,68,45,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/21/2010,8.05,0,0,55,37,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/22/2010,6.93,0.22,0,44,37,1,1,,,1,,1,1,1,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/23/2010,13.87,1.69,0,42,37,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",3/24/2010,18.79,0,0,51,34,,,,,,,,,,,,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/25/2010,12.08,0,0,60,33,1,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/26/2010,11.18,0.13,0,46,24,1,,,,1,,,,,,1,,,1,,1,,
USW00094746,"WORCESTER, MA US",3/27/2010,6.71,0,0,40,19,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",3/28/2010,11.41,0,0,44,25,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",3/29/2010,9.62,1.67,0,51,42,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",3/30/2010,14.99,2.43,0,48,41,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",3/31/2010,8.28,0.09,0,45,42,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",4/1/2010,4.92,0,0,62,44,1,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/2/2010,5.59,0,0,72,44,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/3/2010,11.41,0,0,76,47,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/4/2010,12.08,0,0,71,48,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/5/2010,9.84,0,0,71,48,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/6/2010,4.47,0,0,68,47,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/7/2010,10.51,0,0,86,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/8/2010,10.29,0,0,67,45,1,1,,,,,,,1,,1,,,,,,,
USW00094746,"WORCESTER, MA US",4/9/2010,9.17,0.6,0,52,37,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",4/10/2010,15.88,0,0,54,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/11/2010,15.66,0,0,64,45,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/12/2010,8.28,0,0,57,40,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/13/2010,4.7,0,0,55,39,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/14/2010,10.96,0,0,62,38,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/15/2010,10.74,0,0,64,41,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/16/2010,6.93,0.36,0,43,35,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",4/17/2010,4.03,0.21,0,40,35,1,1,,,1,,,,1,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/18/2010,9.62,0,0,47,36,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/19/2010,11.63,0,0,56,38,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/20/2010,10.29,0,0,65,43,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/21/2010,9.4,0,0,67,47,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/22/2010,7.38,0,0,68,45,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",4/23/2010,12.75,0,0,61,42,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/24/2010,9.84,0,0,65,42,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/25/2010,8.95,0.01,0,56,47,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/26/2010,5.82,0.1,0,58,45,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/27/2010,6.93,0.06,0,49,33,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",4/28/2010,15.88,0.03,0,42,30,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",4/29/2010,15.66,0,0,58,37,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",4/30/2010,11.86,0,0,71,42,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/1/2010,6.71,0,0,84,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/2/2010,9.62,0,0,86,65,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/3/2010,14.76,0.06,0,77,59,,,,,1,,,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/4/2010,12.3,0,0,76,52,,,,,,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/5/2010,11.63,0,0,76,48,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/6/2010,17,0.02,0,72,50,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/7/2010,10.74,0,0,68,44,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/8/2010,10.51,1.03,0,65,42,1,1,1,,1,,,,1,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/9/2010,21.25,0,0,49,35,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/10/2010,12.3,0,0,54,34,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/11/2010,6.71,0,0,56,32,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/12/2010,6.04,0.06,0,45,40,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/13/2010,8.05,0,0,63,42,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",5/14/2010,8.28,0.22,0,72,46,1,,1,,1,,,1,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/15/2010,14.32,0,0,68,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/16/2010,10.96,0,0,69,46,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/17/2010,7.61,0,0,73,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/18/2010,8.28,0.68,0,59,45,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/19/2010,9.17,0.52,0,53,45,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/20/2010,9.84,0,0,79,51,1,,,,,,,,,,1,,,,,,,
USW00094746,"WORCESTER, MA US",5/21/2010,6.49,0,0,76,56,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/22/2010,5.59,0,0,75,53,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/23/2010,5.14,0,0,73,56,1,,,,,,,1,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/24/2010,6.71,0,0,79,58,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/25/2010,8.05,0,0,86,61,1,1,,,,,,,1,,1,,,,,,,
USW00094746,"WORCESTER, MA US",5/26/2010,11.41,0.15,0,94,59,1,,1,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/27/2010,6.26,0.09,0,73,54,1,,1,,,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/28/2010,6.93,0,0,73,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",5/29/2010,10.51,0.03,0,73,55,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",5/30/2010,10.96,0,0,78,60,1,,,,,,,,,,1,,,,,,,
USW00094746,"WORCESTER, MA US",5/31/2010,7.16,0,0,78,59,,,,,,,1,1,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/1/2010,10.29,0.59,0,81,59,1,1,1,,1,,1,1,1,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/2/2010,6.71,0,0,80,58,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/3/2010,10.74,0,0,80,60,1,1,,,,,,,,,1,,,,,,,
USW00094746,"WORCESTER, MA US",6/4/2010,6.26,0,0,81,63,,,,,1,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/5/2010,8.5,0.69,0,82,63,1,,1,,1,,1,1,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/6/2010,11.18,0.91,0,78,53,1,,1,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/7/2010,11.86,0,0,69,50,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/8/2010,10.51,0,0,67,49,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/9/2010,7.61,0.33,0,65,49,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/10/2010,4.47,0.3,0,60,51,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/11/2010,5.59,0,0,66,52,1,1,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/12/2010,6.26,0.87,0,65,56,1,1,,,1,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/13/2010,5.82,0.01,0,62,57,1,1,,,,,,,1,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/14/2010,5.82,0,0,73,57,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/15/2010,6.71,0,0,76,54,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/16/2010,8.5,0.07,0,73,59,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/17/2010,12.08,0.03,0,69,59,1,,,,1,,1,1,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/18/2010,7.16,0,0,83,61,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/19/2010,10.96,0,0,80,61,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/20/2010,10.29,0,0,84,64,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/21/2010,7.16,0,0,83,65,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/22/2010,5.14,0,0,78,66,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/23/2010,10.07,0.22,0,79,64,1,,,,1,,,,,,1,,,1,,,,
USW00094746,"WORCESTER, MA US",6/24/2010,11.86,0,0,87,66,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/25/2010,5.82,0,0,80,60,,,,,,,,,,,,,,,,,,
USW00094746,"WORCESTER, MA US",6/26/2010,8.72,0,0,79,61,,,,,1,,,,,,,,,1,,,,
USW00094746,"WORCESTER, MA US",6/27/2010,6.71,0,0,83,62,1,,,,,,1,1,,,1,,,,,,,
